"cruise","station","cast","cast_type","net_type","mesh","purpose","stableisotope_sizerange","PI_recipient","fixative","net_fraction","no_of_jars","comments_logsheets","comments_reMissingSample"
"EN627","L4",12,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Llopiz flowmeter back on 150; 150 and 335 flow very different, but 150 looks right and 335 wrong again","NA"
"EN627","L6",16,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow off again; 150 looks good; 335 flowmeter taken apart before tow to fix an offset number (why end #from last cast so different from the start of this one (and it didn't fix the underestimate problem)","NA"
"EN627","L7",17,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Both flows seem too low for a 20 min tow, but curiously they are close to each other. Confirm they're both off with distance traveled. Paused for 1 min at depth. About 2 min at the surface while getting 20um net unwrapped. Lots of centric diatoms.","NA"
"EN627","L8",19,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Redid tow after hitting bottom (winch issues again); flows are similar again but kind of low again (did tow faster it appears based on angle, but check distance traveled)","NA"
"EN627","L9",22,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Shallow target just in case they didn't fix the winch (they did). 335 flowmeter way off; took it apart before tow to fix an offset digit. Aborted initial tow due to no winch readout, but pulled up, fixed, rinsed, redeployed (reread flow numbers)","NA"
"EN627","L10",24,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Now 150 flow meter is off and 335 looks reasonable","NA"
"EN627","L11",25,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow off, 150 looks reasonable. At surface for 3 min while 20um untwisted.","NA"
"EN627","u11c",29,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L5",40,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L1",44,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Both flows look right. Sand lance (1 yo) caught in bongo and frozen.","NA"
"EN627","MVCO",45,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Both flows look right.","NA"
"EN627","L2",7,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"NOAA flowmeter on 150 after ours froze and opened up; reassembled for L4 and onward; the 150 flowcounts here are impossible--way too high. But this is based on the number next to a scratched out number on the datasheet. Using the scratched out number (used here; why it's in bold), the volume is reasonable.The 335 are way too low--which often happened this cruise (and I cannot explain it--going to send both back to GO, since it sometimes happened to our other one).","NA"
"EN627","L3",8,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"NOAA flowmete on 150; 150 flow seems reasonable, 335 too low; TDR data in same file as B7; 1 min pause at bottom","NA"
"EN627","L4",12,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Llopiz flowmeter back on 150; 150 and 335 flow very different, but 150 looks right and 335 wrong again","NA"
"EN627","L6",16,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow off again; 150 looks good; 335 flowmeter taken apart before tow to fix an offset number (why end #from last cast so different from the start of this one (and it didn't fix the underestimate problem)","NA"
"EN627","L7",17,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Both flows seem too low for a 20 min tow, but curiously they are close to each other. Confirm they're both off with distance traveled. Paused for 1 min at depth. About 2 min at the surface while getting 20um net unwrapped. Lots of centric diatoms.","NA"
"EN627","L8",19,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Redid tow after hitting bottom (winch issues again); flows are similar again but kind of low again (did tow faster it appears based on angle, but check distance traveled)","NA"
"EN627","L9",22,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Shallow target just in case they didn't fix the winch (they did). 335 flowmeter way off; took it apart before tow to fix an offset digit. Aborted initial tow due to no winch readout, but pulled up, fixed, rinsed, redeployed (reread flow numbers)","NA"
"EN627","L10",24,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Now 150 flow meter is off and 335 looks reasonable","NA"
"EN627","L11",25,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow off, 150 looks reasonable. At surface for 3 min while 20um untwisted.","NA"
"EN627","u11c",29,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L5",40,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L1",44,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Both flows look right. Sand lance (1 yo) caught in bongo and frozen.","NA"
"EN627","MVCO",45,"oblique","Bongo",335,"morphID","NA","Richardson","F/SW",0.75,1,"Both flows look right.","NA"
"EN627","L2",7,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"NOAA flowmeter on 150 after ours froze and opened up; reassembled for L4 and onward; the 150 flowcounts here are impossible--way too high. But this is based on the number next to a scratched out number on the datasheet. Using the scratched out number (used here; why it's in bold), the volume is reasonable.The 335 are way too low--which often happened this cruise (and I cannot explain it--going to send both back to GO, since it sometimes happened to our other one).","NA"
"EN627","L3",8,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"NOAA flowmete on 150; 150 flow seems reasonable, 335 too low; TDR data in same file as B7; 1 min pause at bottom","NA"
"EN627","L4",12,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Llopiz flowmeter back on 150; 150 and 335 flow very different, but 150 looks right and 335 wrong again","NA"
"EN627","L6",16,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow off again; 150 looks good; 335 flowmeter taken apart before tow to fix an offset number (why end #from last cast so different from the start of this one (and it didn't fix the underestimate problem)","NA"
"EN627","L7",17,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Both flows seem too low for a 20 min tow, but curiously they are close to each other. Confirm they're both off with distance traveled. Paused for 1 min at depth. About 2 min at the surface while getting 20um net unwrapped. Lots of centric diatoms.","NA"
"EN627","L8",19,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Redid tow after hitting bottom (winch issues again); flows are similar again but kind of low again (did tow faster it appears based on angle, but check distance traveled)","NA"
"EN627","L9",22,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Shallow target just in case they didn't fix the winch (they did). 335 flowmeter way off; took it apart before tow to fix an offset digit. Aborted initial tow due to no winch readout, but pulled up, fixed, rinsed, redeployed (reread flow numbers)","NA"
"EN627","L10",24,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Now 150 flow meter is off and 335 looks reasonable","NA"
"EN627","L11",25,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow off, 150 looks reasonable. At surface for 3 min while 20um untwisted.","NA"
"EN627","u11c",29,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L5",40,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"335 flow off, 150 looks reasonable.","NA"
"EN627","L1",44,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Both flows look right. Sand lance (1 yo) caught in bongo and frozen.","NA"
"EN627","MVCO",45,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Both flows look right.","NA"
"EN644","L1",1,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Rebuilt flowmeter 228769 prior to tow and got it spinning well. Fixed stiff-flow problem (which was also happening last cruise) by drilling out little hole in cap that the metal bar sits in.","NA"
"EN644","L2",2,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"TDR (C9477) reading 4 m at surface (and should have hit bottom if it was accurate at depth). Switchted to C9446 for rest of cruies (which we later learned has a 5-6 m offset). Will test their offset at depth using CTD later in cruise. Depths in this table take into account the offset observed at the surface. 150um TAR sample sat in dilute ethanol for 24hrs (accident) and DNA is probably degraded. TAR and Llopiz could share other split--doing morph IDs prior to metabarcoding.","NA"
"EN644","L3",5,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN644","L6",7,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Winch speed 20 m/min here and for rest of all deeper stations. Speed 10 m/min at L1-3.","NA"
"EN644","L7",8,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Tore 20 um net, but still had a sample good enough for size fractions in it. Did not use again until L9-B18.","NA"
"EN644","L10",13,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN644","L11",17,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Rebuilt flowmeter 28770 prior to this tow. Been too low for several casts. Wasn't all that stiff, but did make it smoother. And the counts between the two nets here are almost the same.","NA"
"EN644","L9",18,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"3rd attempt to not hit bottom and get a sample, and succeeded. 20 um net back in use (repaired with Gorilla tape)","NA"
"EN644","L5",22,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"Fixed 5 m offset on TDRs within Seastar","NA"
"EN644","L4",23,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN644","MVCO",29,"oblique","Bongo",150,"DNA","NA","Rynearson","EtOH",0.25,1,"18 m wire. Lots of ctenophores--did our best to remove them without removing plankton. Ctenophores not in >1000 size fraction sample.","NA"
"EN644","L1",1,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Rebuilt flowmeter 228769 prior to tow and got it spinning well. Fixed stiff-flow problem (which was also happening last cruise) by drilling out little hole in cap that the metal bar sits in.","NA"
"EN644","L2",2,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"TDR (C9477) reading 4 m at surface (and should have hit bottom if it was accurate at depth). Switchted to C9446 for rest of cruies (which we later learned has a 5-6 m offset). Will test their offset at depth using CTD later in cruise. Depths in this table take into account the offset observed at the surface. 150um TAR sample sat in dilute ethanol for 24hrs (accident) and DNA is probably degraded. TAR and Llopiz could share other split--doing morph IDs prior to metabarcoding.","NA"
"EN644","L3",5,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"NA","NA"
"EN644","L6",7,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Winch speed 20 m/min here and for rest of all deeper stations. Speed 10 m/min at L1-3.","NA"
"EN644","L7",8,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Tore 20 um net, but still had a sample good enough for size fractions in it. Did not use again until L9-B18.","NA"
"EN644","L10",13,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"NA","NA"
"EN644","L11",17,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Rebuilt flowmeter 28770 prior to this tow. Been too low for several casts. Wasn't all that stiff, but did make it smoother. And the counts between the two nets here are almost the same.","NA"
"EN644","L9",18,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"3rd attempt to not hit bottom and get a sample, and succeeded. 20 um net back in use (repaired with Gorilla tape)","NA"
"EN644","L5",22,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"Fixed 5 m offset on TDRs within Seastar","NA"
"EN644","L4",23,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"NA","NA"
"EN644","MVCO",29,"oblique","Bongo",150,"morphID","NA","Llopiz","EtOH",0.25,1,"18 m wire. Lots of ctenophores--did our best to remove them without removing plankton. Ctenophores not in >1000 size fraction sample.","NA"
"EN644","L1",1,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Rebuilt flowmeter 228769 prior to tow and got it spinning well. Fixed stiff-flow problem (which was also happening last cruise) by drilling out little hole in cap that the metal bar sits in.","NA"
"EN644","L2",2,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"TDR (C9477) reading 4 m at surface (and should have hit bottom if it was accurate at depth). Switchted to C9446 for rest of cruies (which we later learned has a 5-6 m offset). Will test their offset at depth using CTD later in cruise. Depths in this table take into account the offset observed at the surface. 150um TAR sample sat in dilute ethanol for 24hrs (accident) and DNA is probably degraded. TAR and Llopiz could share other split--doing morph IDs prior to metabarcoding.","NA"
"EN644","L3",5,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","L6",7,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Winch speed 20 m/min here and for rest of all deeper stations. Speed 10 m/min at L1-3.","NA"
"EN644","L7",8,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Tore 20 um net, but still had a sample good enough for size fractions in it. Did not use again until L9-B18.","NA"
"EN644","L10",13,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","L11",17,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Rebuilt flowmeter 28770 prior to this tow. Been too low for several casts. Wasn't all that stiff, but did make it smoother. And the counts between the two nets here are almost the same.","NA"
"EN644","L9",18,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"3rd attempt to not hit bottom and get a sample, and succeeded. 20 um net back in use (repaired with Gorilla tape)","NA"
"EN644","L5",22,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"Fixed 5 m offset on TDRs within Seastar","NA"
"EN644","L4",23,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","MVCO",29,"oblique","Bongo",150,"taxapicking","NA","Llopiz","Frz",0.25,1,"18 m wire. Lots of ctenophores--did our best to remove them without removing plankton. Ctenophores not in >1000 size fraction sample.","NA"
"EN644","L1",1,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Rebuilt flowmeter 228769 prior to tow and got it spinning well. Fixed stiff-flow problem (which was also happening last cruise) by drilling out little hole in cap that the metal bar sits in.","NA"
"EN644","L2",2,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"TDR (C9477) reading 4 m at surface (and should have hit bottom if it was accurate at depth). Switchted to C9446 for rest of cruies (which we later learned has a 5-6 m offset). Will test their offset at depth using CTD later in cruise. Depths in this table take into account the offset observed at the surface. 150um TAR sample sat in dilute ethanol for 24hrs (accident) and DNA is probably degraded. TAR and Llopiz could share other split--doing morph IDs prior to metabarcoding.","NA"
"EN644","L3",5,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","L6",7,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Winch speed 20 m/min here and for rest of all deeper stations. Speed 10 m/min at L1-3.","NA"
"EN644","L7",8,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Tore 20 um net, but still had a sample good enough for size fractions in it. Did not use again until L9-B18.","NA"
"EN644","L10",13,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","L11",17,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Rebuilt flowmeter 28770 prior to this tow. Been too low for several casts. Wasn't all that stiff, but did make it smoother. And the counts between the two nets here are almost the same.","NA"
"EN644","L9",18,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"3rd attempt to not hit bottom and get a sample, and succeeded. 20 um net back in use (repaired with Gorilla tape)","NA"
"EN644","L5",22,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"Fixed 5 m offset on TDRs within Seastar","NA"
"EN644","L4",23,"oblique","Bongo",150,"stableisotope",">1000","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","MVCO",29,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"18 m wire. Lots of ctenophores--did our best to remove them without removing plankton. Ctenophores not in >1000 size fraction sample.","NA"
"EN644","L1",1,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Rebuilt flowmeter 228769 prior to tow and got it spinning well. Fixed stiff-flow problem (which was also happening last cruise) by drilling out little hole in cap that the metal bar sits in.","NA"
"EN644","L2",2,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"TDR (C9477) reading 4 m at surface (and should have hit bottom if it was accurate at depth). Switchted to C9446 for rest of cruies (which we later learned has a 5-6 m offset). Will test their offset at depth using CTD later in cruise. Depths in this table take into account the offset observed at the surface. 150um TAR sample sat in dilute ethanol for 24hrs (accident) and DNA is probably degraded. TAR and Llopiz could share other split--doing morph IDs prior to metabarcoding.","NA"
"EN644","L3",5,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","L6",7,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Winch speed 20 m/min here and for rest of all deeper stations. Speed 10 m/min at L1-3.","NA"
"EN644","L7",8,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Tore 20 um net, but still had a sample good enough for size fractions in it. Did not use again until L9-B18.","NA"
"EN644","L10",13,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","L11",17,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Rebuilt flowmeter 28770 prior to this tow. Been too low for several casts. Wasn't all that stiff, but did make it smoother. And the counts between the two nets here are almost the same.","NA"
"EN644","L9",18,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"3rd attempt to not hit bottom and get a sample, and succeeded. 20 um net back in use (repaired with Gorilla tape)","NA"
"EN644","L5",22,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"Fixed 5 m offset on TDRs within Seastar","NA"
"EN644","L4",23,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","MVCO",29,"oblique","Bongo",150,"stableisotope",">500&<1000","Llopiz","Frz",0.25,1,"18 m wire. Lots of ctenophores--did our best to remove them without removing plankton. Ctenophores not in >1000 size fraction sample.","NA"
"EN644","L1",1,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Rebuilt flowmeter 228769 prior to tow and got it spinning well. Fixed stiff-flow problem (which was also happening last cruise) by drilling out little hole in cap that the metal bar sits in.","NA"
"EN644","L2",2,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"TDR (C9477) reading 4 m at surface (and should have hit bottom if it was accurate at depth). Switchted to C9446 for rest of cruies (which we later learned has a 5-6 m offset). Will test their offset at depth using CTD later in cruise. Depths in this table take into account the offset observed at the surface. 150um TAR sample sat in dilute ethanol for 24hrs (accident) and DNA is probably degraded. TAR and Llopiz could share other split--doing morph IDs prior to metabarcoding.","NA"
"EN644","L3",5,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","L6",7,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Winch speed 20 m/min here and for rest of all deeper stations. Speed 10 m/min at L1-3.","NA"
"EN644","L7",8,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Tore 20 um net, but still had a sample good enough for size fractions in it. Did not use again until L9-B18.","NA"
"EN644","L10",13,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","L11",17,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Rebuilt flowmeter 28770 prior to this tow. Been too low for several casts. Wasn't all that stiff, but did make it smoother. And the counts between the two nets here are almost the same.","NA"
"EN644","L9",18,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"3rd attempt to not hit bottom and get a sample, and succeeded. 20 um net back in use (repaired with Gorilla tape)","NA"
"EN644","L5",22,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"Fixed 5 m offset on TDRs within Seastar","NA"
"EN644","L4",23,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"NA","NA"
"EN644","MVCO",29,"oblique","Bongo",150,"stableisotope",">200&<500","Llopiz","Frz",0.25,1,"18 m wire. Lots of ctenophores--did our best to remove them without removing plankton. Ctenophores not in >1000 size fraction sample.","NA"
"EN644","L1",1,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Rebuilt flowmeter 228769 prior to tow and got it spinning well. Fixed stiff-flow problem (which was also happening last cruise) by drilling out little hole in cap that the metal bar sits in.","NA"
"EN644","L2",2,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"TDR (C9477) reading 4 m at surface (and should have hit bottom if it was accurate at depth). Switchted to C9446 for rest of cruies (which we later learned has a 5-6 m offset). Will test their offset at depth using CTD later in cruise. Depths in this table take into account the offset observed at the surface. 150um TAR sample sat in dilute ethanol for 24hrs (accident) and DNA is probably degraded. TAR and Llopiz could share other split--doing morph IDs prior to metabarcoding.","NA"
"EN644","L3",5,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"NA","NA"
"EN644","L6",7,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Winch speed 20 m/min here and for rest of all deeper stations. Speed 10 m/min at L1-3.","NA"
"EN644","L7",8,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Tore 20 um net, but still had a sample good enough for size fractions in it. Did not use again until L9-B18.","NA"
"EN644","L10",13,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,0,"NA","20um net torn and beign repaired"
"EN644","L11",17,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,0,"Rebuilt flowmeter 28770 prior to this tow. Been too low for several casts. Wasn't all that stiff, but did make it smoother. And the counts between the two nets here are almost the same.","20um net torn and beign repaired"
"EN644","L9",18,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"3rd attempt to not hit bottom and get a sample, and succeeded. 20 um net back in use (repaired with Gorilla tape)","NA"
"EN644","L5",22,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"Fixed 5 m offset on TDRs within Seastar","NA"
"EN644","L4",23,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"NA","NA"
"EN644","MVCO",29,"oblique","Ring",20,"stableisotope",">100&<200","Llopiz","Frz",1,1,"18 m wire. Lots of ctenophores--did our best to remove them without removing plankton. Ctenophores not in >1000 size fraction sample.","NA"
"EN644","L1",1,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Rebuilt flowmeter 228769 prior to tow and got it spinning well. Fixed stiff-flow problem (which was also happening last cruise) by drilling out little hole in cap that the metal bar sits in.","NA"
"EN644","L2",2,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"TDR (C9477) reading 4 m at surface (and should have hit bottom if it was accurate at depth). Switchted to C9446 for rest of cruies (which we later learned has a 5-6 m offset). Will test their offset at depth using CTD later in cruise. Depths in this table take into account the offset observed at the surface. 150um TAR sample sat in dilute ethanol for 24hrs (accident) and DNA is probably degraded. TAR and Llopiz could share other split--doing morph IDs prior to metabarcoding.","NA"
"EN644","L3",5,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"NA","NA"
"EN644","L6",7,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Winch speed 20 m/min here and for rest of all deeper stations. Speed 10 m/min at L1-3.","NA"
"EN644","L7",8,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Tore 20 um net, but still had a sample good enough for size fractions in it. Did not use again until L9-B18.","NA"
"EN644","L10",13,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,0,"NA","20um net torn and beign repaired"
"EN644","L11",17,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,0,"Rebuilt flowmeter 28770 prior to this tow. Been too low for several casts. Wasn't all that stiff, but did make it smoother. And the counts between the two nets here are almost the same.","20um net torn and beign repaired"
"EN644","L9",18,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"3rd attempt to not hit bottom and get a sample, and succeeded. 20 um net back in use (repaired with Gorilla tape)","NA"
"EN644","L5",22,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"Fixed 5 m offset on TDRs within Seastar","NA"
"EN644","L4",23,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"NA","NA"
"EN644","MVCO",29,"oblique","Ring",20,"stableisotope",">20&<100","Llopiz","Frz",1,1,"18 m wire. Lots of ctenophores--did our best to remove them without removing plankton. Ctenophores not in >1000 size fraction sample.","NA"
"EN644","L1",1,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Rebuilt flowmeter 228769 prior to tow and got it spinning well. Fixed stiff-flow problem (which was also happening last cruise) by drilling out little hole in cap that the metal bar sits in.","NA"
"EN644","L2",2,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"TDR (C9477) reading 4 m at surface (and should have hit bottom if it was accurate at depth). Switchted to C9446 for rest of cruies (which we later learned has a 5-6 m offset). Will test their offset at depth using CTD later in cruise. Depths in this table take into account the offset observed at the surface. 150um TAR sample sat in dilute ethanol for 24hrs (accident) and DNA is probably degraded. TAR and Llopiz could share other split--doing morph IDs prior to metabarcoding.","NA"
"EN644","L3",5,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN644","L6",7,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Winch speed 20 m/min here and for rest of all deeper stations. Speed 10 m/min at L1-3.","NA"
"EN644","L7",8,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Tore 20 um net, but still had a sample good enough for size fractions in it. Did not use again until L9-B18.","NA"
"EN644","L10",13,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN644","L11",17,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Rebuilt flowmeter 28770 prior to this tow. Been too low for several casts. Wasn't all that stiff, but did make it smoother. And the counts between the two nets here are almost the same.","NA"
"EN644","L9",18,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"3rd attempt to not hit bottom and get a sample, and succeeded. 20 um net back in use (repaired with Gorilla tape)","NA"
"EN644","L5",22,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"Fixed 5 m offset on TDRs within Seastar","NA"
"EN644","L4",23,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"NA","NA"
"EN644","MVCO",29,"oblique","Bongo",335,"DNA","NA","Rynearson","EtOH",0.25,1,"18 m wire. Lots of ctenophores--did our best to remove them without removing plankton. Ctenophores not in >1000 size fraction sample.","NA"
